source	sample	population	population_name	superpopulation	superpopulation_name
ggvp	SC_GMWOF5428778	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428786	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428787	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428788	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428789	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428790	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428792	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428794	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428795	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428796	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428797	GWW	Gambian Wolof	AFR	African Ancestry
